City,Date,Card Type,Exp Type,Gender,Amount,Cluster_KMeans,Cluster_HCA
"Greater Mumbai, India",2014-09-05,Platinum,Food,F,141963,1,1
"Greater Mumbai, India",2014-08-23,Gold,Fuel,F,226297,1,1
"Bengaluru, India",2014-01-19,Platinum,Fuel,F,165694,0,1
"Greater Mumbai, India",2014-06-09,Platinum,Food,F,1966,0,1
"Ahmedabad, India",2014-09-25,Signature,Bills,M,228080,3,3
"Greater Mumbai, India",2013-11-23,Gold,Food,M,107490,3,2
"Ahmedabad, India",2014-03-17,Platinum,Fuel,F,144488,0,1
"Bengaluru, India",2013-11-16,Silver,Fuel,M,84568,3,2
"Delhi, India",2014-04-19,Silver,Fuel,F,255257,0,1
"Greater Mumbai, India",2014-10-01,Signature,Bills,M,220351,3,2
"Greater Mumbai, India",2014-12-07,Platinum,Grocery,M,214808,3,2
"Bengaluru, India",2014-01-24,Platinum,Fuel,M,175504,2,2
"Greater Mumbai, India",2014-07-24,Signature,Food,F,149784,1,1
"Greater Mumbai, India",2014-03-28,Gold,Bills,F,183737,0,0
"Ahmedabad, India",2015-01-18,Signature,Food,F,9221,0,0
"Greater Mumbai, India",2014-09-10,Signature,Bills,M,137812,3,2
"Ahmedabad, India",2015-05-10,Signature,Food,F,233193,0,0
"Ahmedabad, India",2013-11-28,Platinum,Food,F,234574,1,1
"Ahmedabad, India",2014-03-29,Silver,Fuel,M,112593,2,2
"Bengaluru, India",2015-02-01,Platinum,Bills,F,133907,0,0
"Delhi, India",2014-12-30,Platinum,Bills,M,68778,3,2
"Greater Mumbai, India",2013-12-15,Platinum,Bills,M,24771,3,2
"Ahmedabad, India",2015-05-16,Silver,Fuel,M,119325,2,3
"Ahmedabad, India",2014-06-09,Signature,Grocery,M,100134,2,2
"Greater Mumbai, India",2014-10-06,Silver,Entertainment,M,59616,3,2
"Ahmedabad, India",2014-10-14,Silver,Entertainment,M,179223,3,2
"Ahmedabad, India",2013-11-23,Signature,Fuel,F,125677,1,1
"Bengaluru, India",2014-08-26,Platinum,Grocery,F,203670,1,1
"Delhi, India",2014-04-23,Platinum,Entertainment,M,120646,2,2
"Greater Mumbai, India",2014-06-22,Platinum,Grocery,F,239114,0,1
"Bengaluru, India",2014-08-17,Gold,Bills,F,40911,1,1
"Bengaluru, India",2014-09-11,Platinum,Entertainment,F,230605,1,1
"Delhi, India",2013-12-03,Signature,Fuel,F,225731,1,1
"Greater Mumbai, India",2014-05-09,Gold,Fuel,M,255499,2,2
"Bengaluru, India",2014-09-12,Platinum,Food,M,203817,3,2
"Ahmedabad, India",2015-03-12,Platinum,Fuel,M,128753,2,3
"Ahmedabad, India",2014-10-28,Gold,Bills,M,151958,3,2
"Delhi, India",2014-10-29,Gold,Fuel,F,62399,1,1
"Greater Mumbai, India",2014-11-03,Silver,Entertainment,F,91442,1,1
"Greater Mumbai, India",2014-02-19,Signature,Grocery,M,225093,2,2
"Greater Mumbai, India",2014-10-13,Signature,Grocery,M,166982,3,2
"Delhi, India",2015-03-25,Silver,Entertainment,F,172521,0,0
"Delhi, India",2014-04-01,Silver,Food,F,283839,0,1
"Greater Mumbai, India",2014-12-15,Gold,Bills,M,19803,3,2
"Ahmedabad, India",2013-12-18,Platinum,Grocery,F,160168,1,1
"Bengaluru, India",2014-03-05,Signature,Entertainment,M,274671,2,3
"Bengaluru, India",2015-01-29,Silver,Fuel,M,38799,2,3
"Ahmedabad, India",2014-03-23,Gold,Food,M,45898,2,3
"Greater Mumbai, India",2015-02-13,Gold,Fuel,M,186661,2,3
"Greater Mumbai, India",2015-02-26,Silver,Grocery,F,253728,0,0
"Delhi, India",2014-10-01,Silver,Entertainment,F,39663,1,1
"Delhi, India",2014-04-11,Signature,Bills,M,239053,2,3
"Delhi, India",2015-05-14,Silver,Fuel,F,232025,0,0
"Delhi, India",2015-03-16,Platinum,Entertainment,F,63773,0,0
"Bengaluru, India",2014-03-08,Gold,Fuel,M,37639,2,2
"Delhi, India",2014-07-03,Gold,Bills,F,110961,1,1
"Ahmedabad, India",2014-11-12,Signature,Food,F,96108,1,1
"Bengaluru, India",2014-08-22,Signature,Bills,M,66802,3,2
"Delhi, India",2014-01-16,Signature,Grocery,M,286448,2,2
"Greater Mumbai, India",2013-11-20,Signature,Bills,M,43856,3,2
"Greater Mumbai, India",2014-07-18,Gold,Food,M,165381,3,2
"Delhi, India",2014-12-31,Silver,Entertainment,F,120529,1,1
"Bengaluru, India",2014-02-22,Gold,Food,F,165549,0,0
"Ahmedabad, India",2013-10-30,Gold,Entertainment,M,84219,3,2
"Ahmedabad, India",2014-10-18,Silver,Bills,F,103460,1,1
"Ahmedabad, India",2014-11-30,Silver,Food,F,72730,1,1
"Delhi, India",2014-03-10,Platinum,Grocery,F,93003,0,1
"Bengaluru, India",2014-08-07,Gold,Bills,F,23154,1,1
"Ahmedabad, India",2015-05-02,Silver,Grocery,F,142809,0,0
"Delhi, India",2014-03-18,Gold,Fuel,M,16252,2,2
"Bengaluru, India",2014-04-02,Silver,Food,M,120587,2,3
"Ahmedabad, India",2014-11-25,Signature,Bills,F,95881,1,1
"Ahmedabad, India",2015-01-27,Gold,Food,F,21963,0,0
"Ahmedabad, India",2014-03-24,Platinum,Bills,M,205480,2,3
"Bengaluru, India",2014-09-18,Gold,Entertainment,F,21229,1,1
"Greater Mumbai, India",2015-04-02,Signature,Grocery,M,274555,2,3
"Delhi, India",2014-11-16,Platinum,Grocery,M,151811,3,2
"Delhi, India",2014-08-30,Silver,Food,F,42491,1,1
"Ahmedabad, India",2014-12-22,Silver,Fuel,M,285009,3,2
"Greater Mumbai, India",2014-11-12,Gold,Entertainment,F,180887,1,1
"Delhi, India",2014-02-09,Signature,Fuel,M,154424,2,2
"Delhi, India",2014-03-23,Silver,Bills,F,19723,0,1
"Bengaluru, India",2014-09-29,Platinum,Grocery,M,299353,3,2
"Greater Mumbai, India",2014-09-08,Platinum,Bills,M,113388,3,2
"Delhi, India",2015-03-20,Silver,Bills,F,26143,0,0
"Delhi, India",2013-10-22,Silver,Bills,F,204049,1,1
"Delhi, India",2014-10-13,Platinum,Fuel,F,189997,1,1
"Bengaluru, India",2014-02-24,Platinum,Food,M,250037,2,2
"Greater Mumbai, India",2014-11-10,Silver,Bills,M,30164,3,2
"Delhi, India",2015-04-17,Gold,Bills,M,191041,2,3
"Ahmedabad, India",2014-01-11,Signature,Food,F,252301,0,1
"Delhi, India",2014-02-19,Gold,Bills,F,96292,0,0
"Ahmedabad, India",2014-09-03,Gold,Grocery,F,213280,1,1
"Bengaluru, India",2014-02-02,Gold,Food,M,233265,2,2
"Delhi, India",2014-05-06,Silver,Bills,M,193638,2,3
"Delhi, India",2014-01-24,Platinum,Bills,F,251574,0,0
"Ahmedabad, India",2014-12-12,Platinum,Fuel,M,214703,3,2
"Delhi, India",2013-11-13,Signature,Entertainment,M,8641,3,2
"Ahmedabad, India",2014-02-11,Silver,Fuel,F,16208,0,1
"Bengaluru, India",2015-03-03,Platinum,Fuel,F,296406,0,0
"Greater Mumbai, India",2013-11-13,Platinum,Fuel,M,83674,3,2
"Ahmedabad, India",2014-05-09,Platinum,Bills,F,145531,0,0
"Delhi, India",2014-07-20,Silver,Entertainment,M,193593,3,3
"Ahmedabad, India",2014-10-23,Platinum,Fuel,F,82572,1,1
"Delhi, India",2015-02-11,Gold,Fuel,F,88505,0,0
"Ahmedabad, India",2014-08-14,Signature,Entertainment,M,101434,3,3
"Delhi, India",2014-05-26,Gold,Fuel,M,11318,2,2
"Ahmedabad, India",2014-06-03,Signature,Food,M,35507,2,2
"Delhi, India",2014-10-22,Signature,Bills,M,188562,3,2
"Ahmedabad, India",2014-07-26,Silver,Bills,M,178276,3,3
"Ahmedabad, India",2014-12-02,Platinum,Grocery,F,167904,1,1
"Delhi, India",2014-08-15,Gold,Food,F,279576,1,1
"Delhi, India",2014-06-08,Platinum,Grocery,F,96395,0,1
"Delhi, India",2014-05-03,Gold,Entertainment,F,57028,0,1
"Bengaluru, India",2014-01-16,Signature,Grocery,F,156031,0,1
"Bengaluru, India",2014-01-06,Platinum,Fuel,F,179027,0,1
"Ahmedabad, India",2015-03-26,Signature,Entertainment,M,40220,2,3
"Greater Mumbai, India",2014-03-28,Signature,Grocery,F,44422,0,1
"Bengaluru, India",2015-02-07,Platinum,Food,F,256189,0,0
"Bengaluru, India",2015-03-03,Signature,Bills,M,274863,2,3
"Bengaluru, India",2014-08-04,Signature,Grocery,F,82526,1,1
"Bengaluru, India",2014-11-26,Silver,Fuel,M,125475,3,2
"Ahmedabad, India",2014-04-06,Gold,Entertainment,M,250428,2,3
"Bengaluru, India",2014-09-13,Platinum,Fuel,F,52304,1,1
"Ahmedabad, India",2014-11-26,Signature,Bills,M,133224,3,2
"Bengaluru, India",2014-01-10,Gold,Bills,M,44031,2,3
"Greater Mumbai, India",2015-02-24,Platinum,Entertainment,M,236139,2,3
"Bengaluru, India",2015-03-28,Silver,Grocery,F,53816,0,0
"Delhi, India",2014-02-06,Silver,Food,F,142263,0,1
"Bengaluru, India",2014-05-28,Gold,Food,M,270737,2,2
"Greater Mumbai, India",2015-02-26,Signature,Bills,M,103641,2,3
"Ahmedabad, India",2014-07-26,Signature,Fuel,M,272255,3,2
"Ahmedabad, India",2014-09-05,Silver,Food,M,197183,3,2
"Greater Mumbai, India",2014-10-21,Signature,Bills,F,91147,1,1
"Greater Mumbai, India",2014-10-12,Signature,Grocery,M,77964,3,2
"Greater Mumbai, India",2014-01-25,Silver,Entertainment,F,30149,0,1
"Delhi, India",2014-06-17,Signature,Bills,F,39804,0,1
"Bengaluru, India",2013-10-17,Signature,Grocery,F,70762,1,1
"Bengaluru, India",2015-03-05,Platinum,Bills,M,205291,2,3
"Greater Mumbai, India",2014-10-18,Silver,Bills,M,87996,3,2
"Greater Mumbai, India",2015-01-18,Signature,Grocery,F,141643,0,0
"Ahmedabad, India",2013-12-19,Silver,Grocery,F,96350,1,1
"Bengaluru, India",2014-07-19,Signature,Bills,F,59595,1,1
"Greater Mumbai, India",2014-12-25,Signature,Food,F,270193,1,1
"Delhi, India",2014-12-24,Signature,Entertainment,M,46115,3,2
"Greater Mumbai, India",2014-08-10,Gold,Bills,M,72408,3,2
"Ahmedabad, India",2015-04-07,Gold,Food,M,22917,2,3
"Bengaluru, India",2013-12-01,Platinum,Food,F,92433,1,1
"Ahmedabad, India",2015-02-24,Platinum,Food,M,193902,2,3
"Bengaluru, India",2015-01-17,Signature,Entertainment,F,128943,0,0
"Delhi, India",2014-03-26,Gold,Grocery,M,219971,2,2
"Bengaluru, India",2015-05-12,Silver,Food,F,222168,0,0
"Greater Mumbai, India",2014-04-05,Gold,Food,M,161223,2,3
"Bengaluru, India",2015-03-02,Gold,Fuel,F,259131,0,0
"Ahmedabad, India",2014-09-03,Signature,Entertainment,M,163971,3,2
"Greater Mumbai, India",2014-08-17,Gold,Grocery,M,69490,3,2
"Ahmedabad, India",2014-10-24,Platinum,Bills,M,21726,3,2
"Delhi, India",2014-06-29,Silver,Entertainment,F,24796,0,1
"Delhi, India",2014-11-05,Silver,Grocery,F,125995,1,1
"Bengaluru, India",2014-10-27,Platinum,Fuel,F,258206,1,1
"Greater Mumbai, India",2014-07-20,Gold,Entertainment,M,31617,3,2
"Ahmedabad, India",2014-09-15,Gold,Bills,F,75224,1,1
"Greater Mumbai, India",2014-10-23,Signature,Grocery,M,293306,3,2
"Bengaluru, India",2014-06-05,Gold,Entertainment,F,128345,0,0
"Bengaluru, India",2014-11-25,Signature,Bills,F,121847,1,1
"Bengaluru, India",2015-01-30,Gold,Fuel,M,108341,2,3
"Bengaluru, India",2014-08-30,Silver,Grocery,F,188556,1,1
"Bengaluru, India",2015-03-11,Silver,Fuel,F,62248,0,0
"Bengaluru, India",2014-03-15,Gold,Entertainment,M,221366,2,3
"Delhi, India",2015-01-04,Gold,Food,F,8707,0,0
"Greater Mumbai, India",2015-02-18,Platinum,Food,M,100596,2,3
"Ahmedabad, India",2014-07-13,Platinum,Food,F,279463,1,1
"Greater Mumbai, India",2015-01-05,Silver,Food,F,273374,0,0
"Ahmedabad, India",2014-12-05,Gold,Fuel,F,56130,1,1
"Ahmedabad, India",2015-03-14,Platinum,Food,M,53631,2,3
"Bengaluru, India",2013-12-10,Gold,Bills,F,97086,1,1
"Delhi, India",2014-09-06,Platinum,Fuel,F,164430,1,1
"Delhi, India",2013-11-26,Gold,Food,F,54070,1,1
"Ahmedabad, India",2014-11-25,Platinum,Food,M,214628,3,2
"Delhi, India",2014-11-11,Gold,Food,F,175562,1,1
"Greater Mumbai, India",2014-12-25,Gold,Entertainment,F,55286,1,1
"Ahmedabad, India",2014-02-04,Gold,Entertainment,M,199236,2,3
"Greater Mumbai, India",2014-07-31,Platinum,Entertainment,M,193725,3,2
"Bengaluru, India",2014-12-21,Gold,Fuel,M,253822,3,2
"Delhi, India",2015-01-20,Signature,Bills,M,202750,2,3
"Delhi, India",2014-03-30,Signature,Food,M,86613,2,2
"Greater Mumbai, India",2015-02-28,Gold,Food,F,274310,0,0
"Ahmedabad, India",2014-03-08,Signature,Bills,F,38859,0,1
"Ahmedabad, India",2014-07-27,Signature,Fuel,F,47378,1,1
"Ahmedabad, India",2014-03-30,Platinum,Grocery,M,12774,2,2
"Ahmedabad, India",2014-02-15,Silver,Food,M,298262,2,2
"Ahmedabad, India",2013-10-14,Silver,Grocery,F,221912,1,1
"Delhi, India",2013-12-13,Gold,Fuel,M,217036,3,2
"Bengaluru, India",2014-08-07,Gold,Bills,M,123198,3,2
"Ahmedabad, India",2014-12-11,Signature,Bills,M,279277,3,2
"Bengaluru, India",2015-02-12,Platinum,Food,M,102382,2,3
"Ahmedabad, India",2014-01-24,Signature,Entertainment,M,74822,2,3
"Delhi, India",2013-11-06,Silver,Entertainment,M,108170,3,2
"Greater Mumbai, India",2015-05-26,Gold,Food,F,112158,0,0
"Ahmedabad, India",2013-10-19,Signature,Grocery,M,157847,3,2
"Delhi, India",2014-01-31,Gold,Food,M,260042,2,2
"Greater Mumbai, India",2014-12-08,Platinum,Bills,F,127370,1,1
"Delhi, India",2014-06-22,Signature,Entertainment,F,262134,0,1
"Bengaluru, India",2013-10-20,Silver,Food,M,148421,3,2
"Delhi, India",2013-10-27,Platinum,Fuel,M,282581,3,2
"Greater Mumbai, India",2013-11-28,Gold,Bills,M,214594,3,2
"Greater Mumbai, India",2014-08-21,Signature,Food,M,106325,3,2
"Bengaluru, India",2014-01-10,Silver,Food,F,176552,0,1
"Bengaluru, India",2015-01-03,Platinum,Food,M,150464,2,3
"Bengaluru, India",2015-04-28,Gold,Food,F,240838,0,0
"Ahmedabad, India",2015-03-20,Silver,Grocery,F,184375,0,0
"Bengaluru, India",2014-07-23,Platinum,Bills,F,282936,1,0
"Greater Mumbai, India",2015-03-31,Platinum,Bills,M,197291,2,3
"Bengaluru, India",2014-09-05,Gold,Entertainment,M,25556,3,2
"Ahmedabad, India",2014-09-28,Silver,Fuel,F,238795,1,1
"Bengaluru, India",2014-01-21,Gold,Grocery,M,283336,2,2
"Bengaluru, India",2014-06-17,Signature,Fuel,F,202600,0,1
"Bengaluru, India",2014-05-31,Platinum,Food,F,297267,0,1
"Delhi, India",2014-02-17,Silver,Bills,F,60032,0,1
"Bengaluru, India",2014-03-25,Signature,Fuel,M,27769,2,2
"Greater Mumbai, India",2014-10-22,Signature,Grocery,F,98177,1,1
"Greater Mumbai, India",2015-05-20,Signature,Food,F,130117,0,0
"Greater Mumbai, India",2015-05-06,Signature,Fuel,M,141847,2,3
"Greater Mumbai, India",2013-12-07,Silver,Grocery,M,79090,3,2
"Bengaluru, India",2013-12-01,Silver,Grocery,F,172917,1,1
"Greater Mumbai, India",2014-02-02,Platinum,Bills,M,6168,2,3
"Delhi, India",2015-04-20,Gold,Bills,M,239918,2,3
"Ahmedabad, India",2014-07-05,Gold,Entertainment,M,26320,3,2
"Delhi, India",2014-12-27,Signature,Bills,M,48614,3,2
"Bengaluru, India",2015-05-02,Gold,Grocery,F,114885,0,0
"Greater Mumbai, India",2015-05-07,Gold,Bills,F,86243,0,0
"Delhi, India",2014-12-11,Signature,Food,F,165261,1,1
"Greater Mumbai, India",2014-12-20,Platinum,Bills,F,202942,1,1
"Ahmedabad, India",2015-03-31,Silver,Bills,F,186614,0,0
"Greater Mumbai, India",2015-01-23,Signature,Grocery,M,138009,2,3
"Bengaluru, India",2015-03-26,Gold,Food,M,239629,2,3
"Bengaluru, India",2014-08-09,Gold,Food,F,138684,1,1
"Delhi, India",2014-03-21,Signature,Bills,M,284405,2,3
"Delhi, India",2014-05-05,Platinum,Bills,M,50389,2,3
"Greater Mumbai, India",2014-04-05,Platinum,Entertainment,M,27934,2,3
"Greater Mumbai, India",2014-05-17,Platinum,Bills,F,59791,0,1
"Bengaluru, India",2014-10-12,Gold,Bills,M,181736,3,2
"Delhi, India",2014-04-13,Gold,Bills,F,196017,0,0
"Ahmedabad, India",2013-10-19,Platinum,Food,M,242564,3,2
"Greater Mumbai, India",2015-02-21,Platinum,Food,F,156759,0,0
"Bengaluru, India",2014-03-13,Gold,Grocery,F,98925,0,1
"Delhi, India",2014-01-24,Gold,Fuel,F,91479,0,1
"Ahmedabad, India",2015-04-07,Silver,Food,F,99582,0,0
"Greater Mumbai, India",2015-03-18,Signature,Fuel,F,291853,0,0
"Delhi, India",2014-04-03,Silver,Fuel,M,61026,2,2
"Bengaluru, India",2014-03-20,Platinum,Grocery,M,273642,2,2
"Greater Mumbai, India",2014-12-11,Silver,Food,F,97683,1,1
"Delhi, India",2014-05-10,Gold,Bills,F,253231,0,0
"Ahmedabad, India",2014-02-24,Platinum,Fuel,M,149221,2,2
"Ahmedabad, India",2013-10-09,Silver,Grocery,M,64793,3,2
"Bengaluru, India",2014-04-29,Silver,Fuel,M,110386,2,2
"Bengaluru, India",2014-08-18,Platinum,Bills,F,113326,1,1
"Greater Mumbai, India",2013-10-23,Gold,Food,M,113440,3,2
"Ahmedabad, India",2014-06-13,Gold,Bills,F,26379,0,1
"Bengaluru, India",2015-05-15,Platinum,Food,F,17119,0,0
"Bengaluru, India",2015-05-05,Silver,Entertainment,F,280425,0,0
"Bengaluru, India",2014-05-21,Silver,Grocery,M,184874,2,2
"Greater Mumbai, India",2014-04-08,Signature,Bills,F,225791,0,1
"Ahmedabad, India",2014-06-03,Silver,Fuel,M,119983,2,2
"Bengaluru, India",2014-02-05,Silver,Grocery,M,46498,2,2
"Delhi, India",2014-05-15,Gold,Bills,M,254215,2,3
"Delhi, India",2014-01-22,Platinum,Grocery,F,156601,0,1
"Delhi, India",2014-10-08,Platinum,Bills,F,221978,1,1
"Bengaluru, India",2013-11-28,Silver,Grocery,F,141978,1,1
"Delhi, India",2015-05-03,Gold,Grocery,F,233701,0,0
"Ahmedabad, India",2014-07-29,Gold,Entertainment,F,110597,1,1
"Greater Mumbai, India",2014-08-22,Signature,Bills,F,231346,1,1
"Greater Mumbai, India",2014-04-16,Silver,Bills,M,275685,2,3
"Greater Mumbai, India",2014-08-08,Gold,Bills,M,294619,3,2
"Greater Mumbai, India",2014-01-26,Signature,Grocery,F,122365,0,1
"Bengaluru, India",2014-08-07,Silver,Grocery,M,102668,3,2
"Delhi, India",2014-02-24,Signature,Grocery,F,191962,0,1
"Greater Mumbai, India",2015-04-08,Platinum,Entertainment,M,291078,2,3
"Ahmedabad, India",2014-01-24,Silver,Bills,M,155265,2,3
"Greater Mumbai, India",2014-08-18,Platinum,Bills,M,249645,3,2
"Greater Mumbai, India",2014-12-14,Gold,Food,M,135964,3,2
"Ahmedabad, India",2014-03-13,Silver,Food,M,3644,2,3
"Greater Mumbai, India",2014-03-18,Gold,Entertainment,M,290731,2,3
"Delhi, India",2014-04-10,Gold,Food,M,141932,2,3
"Ahmedabad, India",2015-05-05,Gold,Food,M,138110,2,3
"Bengaluru, India",2014-02-12,Gold,Fuel,M,206938,2,2
"Greater Mumbai, India",2014-09-21,Gold,Bills,M,173793,3,2
"Greater Mumbai, India",2014-07-03,Signature,Bills,M,20426,3,2
"Ahmedabad, India",2014-02-09,Silver,Food,F,240271,0,1
"Greater Mumbai, India",2014-05-30,Signature,Fuel,F,39619,0,1
"Bengaluru, India",2014-08-16,Silver,Fuel,M,50043,3,2
"Ahmedabad, India",2014-10-21,Signature,Bills,F,215025,1,1
"Delhi, India",2014-12-16,Gold,Fuel,F,144616,1,1
"Delhi, India",2015-03-12,Signature,Food,F,292791,0,0
"Ahmedabad, India",2014-08-01,Platinum,Fuel,M,227665,3,2
"Bengaluru, India",2015-02-07,Signature,Grocery,F,157602,0,0
"Ahmedabad, India",2014-01-21,Gold,Food,M,20723,2,3
"Bengaluru, India",2014-04-26,Signature,Grocery,F,276218,0,1
"Bengaluru, India",2014-07-27,Platinum,Fuel,M,295733,3,2
"Bengaluru, India",2014-08-23,Platinum,Food,M,291844,3,2
"Greater Mumbai, India",2014-09-23,Platinum,Grocery,F,293021,1,1
"Delhi, India",2013-12-05,Silver,Entertainment,F,136898,1,1
"Bengaluru, India",2014-09-26,Platinum,Food,M,20910,3,2
"Ahmedabad, India",2014-04-25,Gold,Fuel,F,293462,0,1
"Bengaluru, India",2015-04-23,Silver,Entertainment,F,88510,0,0
"Delhi, India",2014-11-12,Platinum,Fuel,M,285707,3,2
"Bengaluru, India",2015-01-30,Platinum,Bills,M,73220,2,3
"Ahmedabad, India",2013-12-29,Gold,Bills,M,125001,3,2
"Ahmedabad, India",2014-08-27,Silver,Fuel,M,247200,3,2
"Delhi, India",2015-02-07,Gold,Entertainment,M,114547,2,3
"Greater Mumbai, India",2014-06-09,Gold,Fuel,M,27659,2,2
"Delhi, India",2014-05-12,Signature,Fuel,F,114333,0,1
"Bengaluru, India",2014-12-14,Signature,Fuel,F,47343,1,1
"Greater Mumbai, India",2014-10-11,Gold,Fuel,F,229813,1,1
"Ahmedabad, India",2014-01-30,Gold,Bills,F,6144,0,0
"Delhi, India",2014-02-26,Silver,Food,M,28970,2,3
"Ahmedabad, India",2015-03-18,Signature,Grocery,F,155813,0,0
"Ahmedabad, India",2014-03-16,Signature,Bills,M,115408,2,3
"Greater Mumbai, India",2014-09-20,Platinum,Bills,F,125785,1,1
"Delhi, India",2015-02-07,Platinum,Food,F,204715,0,0
"Greater Mumbai, India",2014-08-09,Signature,Bills,M,221673,3,3
"Ahmedabad, India",2014-07-27,Silver,Bills,M,172333,3,3
"Bengaluru, India",2014-12-16,Platinum,Bills,F,299969,1,1
"Bengaluru, India",2015-03-18,Silver,Entertainment,F,36040,0,0
"Ahmedabad, India",2014-10-17,Platinum,Bills,M,259541,3,2
"Bengaluru, India",2014-04-09,Gold,Food,F,284892,0,1
"Ahmedabad, India",2013-12-17,Silver,Fuel,M,135177,3,2
"Ahmedabad, India",2014-07-13,Gold,Fuel,F,59198,1,1
"Ahmedabad, India",2014-04-26,Gold,Fuel,M,219063,2,2
"Ahmedabad, India",2014-02-19,Platinum,Bills,M,110893,2,3
"Bengaluru, India",2014-11-14,Signature,Entertainment,M,243580,3,2
"Greater Mumbai, India",2015-05-14,Platinum,Food,F,35445,0,0
"Bengaluru, India",2015-01-24,Silver,Grocery,F,269409,0,0
"Delhi, India",2014-04-21,Gold,Fuel,F,218258,0,1
"Delhi, India",2013-11-02,Signature,Entertainment,M,86166,3,2
"Greater Mumbai, India",2015-04-25,Silver,Food,M,6786,2,3
"Greater Mumbai, India",2014-05-22,Gold,Entertainment,F,92873,0,0
"Delhi, India",2014-10-17,Silver,Grocery,M,115936,3,2
"Delhi, India",2015-01-20,Platinum,Food,M,214543,2,3
"Ahmedabad, India",2014-09-01,Platinum,Fuel,M,29328,3,2
"Ahmedabad, India",2013-10-04,Silver,Entertainment,M,296021,3,2
"Greater Mumbai, India",2014-02-11,Platinum,Fuel,M,84036,2,2
"Delhi, India",2014-08-27,Gold,Grocery,M,159088,3,2
"Bengaluru, India",2013-10-23,Gold,Fuel,M,170921,3,2
"Bengaluru, India",2014-04-24,Gold,Food,F,250560,0,1
"Greater Mumbai, India",2014-06-25,Gold,Entertainment,M,120262,2,3
"Greater Mumbai, India",2014-06-05,Signature,Grocery,F,166341,0,1
"Greater Mumbai, India",2015-04-27,Gold,Fuel,F,201137,0,0
"Bengaluru, India",2014-05-28,Silver,Entertainment,M,101337,2,3
"Bengaluru, India",2014-03-28,Silver,Entertainment,F,141427,0,1
"Ahmedabad, India",2014-02-02,Platinum,Fuel,F,277563,0,1
"Greater Mumbai, India",2015-02-24,Gold,Entertainment,F,59033,0,0
"Bengaluru, India",2014-12-06,Gold,Fuel,M,34697,3,2
"Greater Mumbai, India",2015-02-03,Silver,Entertainment,F,114397,0,0
"Bengaluru, India",2014-12-21,Gold,Fuel,M,266951,3,2
"Delhi, India",2014-05-25,Silver,Fuel,F,208922,0,1
"Ahmedabad, India",2014-06-13,Platinum,Grocery,F,273929,0,1
"Greater Mumbai, India",2014-03-06,Platinum,Food,F,289946,0,1
"Ahmedabad, India",2015-04-10,Platinum,Entertainment,F,217602,0,0
"Bengaluru, India",2014-05-06,Silver,Food,F,92235,0,1
"Delhi, India",2014-12-01,Signature,Bills,F,274376,1,1
"Bengaluru, India",2015-05-15,Gold,Fuel,M,182351,2,3
"Bengaluru, India",2015-04-27,Silver,Food,F,199911,0,0
"Greater Mumbai, India",2014-02-07,Gold,Bills,M,115458,2,3
"Bengaluru, India",2014-10-09,Silver,Bills,M,199109,3,2
"Ahmedabad, India",2015-05-11,Platinum,Entertainment,F,268697,0,0
"Bengaluru, India",2014-03-30,Platinum,Bills,F,159494,0,0
"Ahmedabad, India",2013-10-29,Silver,Food,M,272194,3,2
"Delhi, India",2015-05-05,Silver,Bills,F,188144,0,0
"Delhi, India",2014-11-12,Signature,Bills,F,105512,1,1
"Greater Mumbai, India",2014-07-02,Silver,Grocery,F,172487,1,1
"Ahmedabad, India",2014-04-03,Gold,Entertainment,F,288440,0,0
"Greater Mumbai, India",2014-09-04,Gold,Food,F,212419,1,1
"Delhi, India",2015-05-23,Gold,Bills,M,81082,2,3
"Bengaluru, India",2014-05-18,Silver,Food,F,42422,0,1
"Bengaluru, India",2013-11-18,Signature,Food,F,35451,1,1
"Bengaluru, India",2014-08-19,Silver,Fuel,F,222804,1,1
"Delhi, India",2014-07-17,Signature,Entertainment,F,222064,1,1
"Greater Mumbai, India",2014-02-05,Gold,Fuel,F,184287,0,1
"Greater Mumbai, India",2013-11-18,Gold,Bills,M,14480,3,2
"Delhi, India",2014-04-29,Gold,Food,F,263779,0,1
"Bengaluru, India",2014-09-10,Gold,Food,F,52938,1,1
"Bengaluru, India",2015-05-02,Silver,Food,M,8550,2,3
"Ahmedabad, India",2014-08-20,Platinum,Fuel,F,156789,1,1
"Ahmedabad, India",2014-06-27,Platinum,Bills,F,230864,0,0
"Bengaluru, India",2014-11-28,Gold,Bills,F,244527,1,1
"Ahmedabad, India",2014-07-29,Signature,Grocery,M,84127,3,2
"Ahmedabad, India",2015-04-28,Platinum,Bills,M,257106,2,3
"Bengaluru, India",2013-12-23,Gold,Entertainment,M,53807,3,2
"Bengaluru, India",2014-02-18,Platinum,Food,F,222983,0,1
"Delhi, India",2014-08-05,Gold,Bills,F,117773,1,1
"Greater Mumbai, India",2014-02-04,Gold,Bills,F,82228,0,0
"Ahmedabad, India",2015-02-06,Silver,Grocery,M,259217,2,3
"Bengaluru, India",2015-01-19,Gold,Grocery,F,111466,0,0
"Delhi, India",2014-03-21,Platinum,Fuel,M,72498,2,2
"Greater Mumbai, India",2013-11-15,Signature,Grocery,M,139208,3,2
"Ahmedabad, India",2014-10-04,Signature,Food,M,83065,3,2
"Delhi, India",2015-05-16,Signature,Food,F,204733,0,0
"Ahmedabad, India",2014-04-22,Gold,Fuel,M,247108,2,2
